search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-6541623-B1,Interleukin—1 receptor antagonist and uses thereof ,"Hyseq, Inc.","John Ford, Alice Suk-Yue Ho, Ann Pace",1998-04-03,2000-05-22,2003-04-01,2003-04-01,https://patents.google.com/patent/US6541623B1/en,https://patentimages.storage.googleapis.com/18/1a/7e/4696eaa2d63744/US06541623-20030401-D00000.png
AU-2006255097-A1,Compositions and methods for lipo modeling ,Georgetown University,"Stephen Baker, Michael Johnson, Lydia Kuo, Edward W. Lee, Zofia Zukowska",2005-06-06,2006-06-06,2006-12-14,,https://patents.google.com/patent/AU2006255097A1/en,
EP-1782832-A1,Remedy for diabetes ,Takeda Pharmaceutical Company Limited,"Nobuhiro Takeda Pharmaceutical Comp. Ltd SUZUKI, Yusuke Takeda Pharmaceutical Comp. Ltd MORITOH, Masanori Takeda Pharmaceutical Comp. Ltd WATANABE",2004-08-26,2005-08-25,2007-05-09,,https://patents.google.com/patent/EP1782832A1/en,
WO-9961982-A1,Coprocessor support allowing non-native code to run in a system ,"Advanced Micro Devices, Inc.","Frank J. Gorishek, Iv, Charles R. Boswell, David W. Smith",1998-05-26,1999-01-25,1999-12-02,,https://patents.google.com/patent/WO1999061982A1/en,
BG-98747-A,Synthetic dna-sequence of improved insecticide activity in maise ,Syngenta Participations Ag,"Michael Koziel, Nalini Desai, Kelly Lewis, Vance Kramer, Gregory Warren, Stephen Evola, Lyle Crossland, Martha Wright, Ellis Merlin, Karen Launis, Steven Rothstein",1991-10-04,1994-05-03,1995-02-28,,https://patents.google.com/patent/BG98747A/en,
US-2016239985-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Haddick, John N. Border, Nima L. Shams",2015-02-17,2015-02-17,2016-08-18,,https://patents.google.com/patent/US20160239985A1/en,https://patentimages.storage.googleapis.com/89/1b/d9/c819a19164f280/US20160239985A1-20160818-D00000.png
AU-2016203098-B2,Antagonists of activin-ActRIIa and uses for increasing red blood cell levels ,Acceleron Pharma Inc.,"Niels Borgstein, Jasbir Seehra, Matthew L. Sherman",2008-06-26,2016-05-12,2018-03-08,2018-03-08,https://patents.google.com/patent/AU2016203098B2/en,
RU-2523934-C2,Transmitter ,"Филд Систем, Инк.","Томио ТАКАРА, Хироси СУДЗУКИ, Такасигэ ЦУКУМА, Ёсимару МАРУНО, Итиро ОКУЯМА",2010-03-26,2010-03-26,2014-07-27,2014-07-27,https://patents.google.com/patent/RU2523934C2/en,https://patentimages.storage.googleapis.com/89/2c/bc/02e25b7d37436d/00000002.png
US-6477642-B1,Method and apparatus for extending BIOS control of screen display beyond operating system boot process ,Phoenix Technologies Ltd.,Van Anthony Lupo,1999-06-18,1999-06-18,2002-11-05,2002-11-05,https://patents.google.com/patent/US6477642B1/en,https://patentimages.storage.googleapis.com/f1/8e/8f/550fb64b4e4670/US6477642-drawings-page-3.png
CA-2402293-A1,Novel nucleic acids and polypeptides ,"Hyseq, Inc., Y. Tom Tang, Chenghua Liu, Vinod Asundi, Chongjun Xu, Tom Wehrman, Feiyan Ren, Yunqing Ma, Ping Zhou, Qing A. Zhao, Yonghong Yang, Radoje T. Drmanac, Jie Zhang, Rui-Hong Chen, Aidong J. Xue, Jian-Rui Wang, Nuvelo, Inc.","Y. Tom Tang, Chenghua Liu, Vinod Asundi, Chongjun Xu, Tom Wehrman, Feiyan Ren, Yunqing Ma, Ping Zhou, Qing A. Zhao, Yonghong Yang, Radoje T. Drmanac, Jie Zhang, Rui-Hong Chen, Aidong J. Xue, Jian-Rui Wang",2000-03-07,2001-03-05,2001-09-13,,https://patents.google.com/patent/CA2402293A1/en,
WO-0153312-A1,Novel nucleic acids and polypeptides ,"Hyseq, Inc.","Y. Tom Tang, Chenghua Liu, Vinod Asundi, Rui-Hong Chen, Yunqing Ma, Xiaohong B. Qian, Feiyan Ren, Dunrui Wang, Jian-Rui Wang, Zhiwei Wang, Tom Wehrman, Chongjun Xu, Aidong J. Xue, Yonghong Yang, Jie Zhang, Qing A. Zhao, Ping Zhou, Ryle Goodrich, Radoje T. Drmanac",1999-12-23,2000-12-26,2001-07-26,,https://patents.google.com/patent/WO2001053312A1/en,
US-6337072-B1,Interleukin-1 receptor antagonist and recombinant production thereof ,"Hyseq, Inc.","John Ford, Ann Pace",1998-04-03,1999-07-07,2002-01-08,2002-01-08,https://patents.google.com/patent/US6337072B1/en,https://patentimages.storage.googleapis.com/08/cd/bb/c205ae8aefa3f2/US6337072-drawings-page-7.png
HU-226787-B1,A tumor necrosis factor related ligand ,"Biogen Idec Inc, Faculty Of Medicine Of The Uni","Jeffrey L Browning, Yves Chicheportiche",1996-08-07,1997-08-07,2009-10-28,,https://patents.google.com/patent/HU226787B1/en,
JP-4468577-B2,Completely recombinant tissue sealant composition ,ザイモジェネティクス，インコーポレイティド,"ディー． ビショップ，ポール, エー． ブラウン，ポール, ラッサー，ゲラルド, ビー．ジュニア． ルイス，ケネス",1998-05-01,1999-04-30,2010-05-26,2010-05-26,https://patents.google.com/patent/JP4468577B2/en,https://patentimages.storage.googleapis.com/c9/a2/1c/caf62b67654d84/0004468577-2.png
US-8728488-B2,Methods of inducing an immune response in a host by administering flavivirus immunogens comprising extracellular viral particles composed of the premembrane (prM) and envelope (E) antigens ,"The United States Of America, As Represented By The Secretary, Department Of Health And Human Services, Centers For Disease Control And Prevention",Gwong-Jen J. Chang,1998-06-04,2011-12-28,2014-05-20,2014-05-20,https://patents.google.com/patent/US8728488B2/en,https://patentimages.storage.googleapis.com/9a/48/e6/a34e7e72535fbe/US08728488-20140520-D00001.png
WO-2004026888-A2,Toll-like receptor 9 (tlr9) from various mammalian species ,"Coley Pharmaceutical Gmbh, University Of Saskatchewan, Qiagen Gmbh","Grayson B. Lipford, Neeloffer Mookherjee, Lorne Babiuk, Robert Brownlie, Philip Griebel, George Mutwiri, Rolf Hecker",2002-09-19,2003-09-19,2004-04-01,,https://patents.google.com/patent/WO2004026888A2/en,
US-5822773-A,Method and system for accelerating the copying of repetitively copied computer data ,Fwb Software Llc,"Jeff Pritchard, Norman Fong",1996-10-17,1996-10-17,1998-10-13,1998-10-13,https://patents.google.com/patent/US5822773A/en,https://patentimages.storage.googleapis.com/3f/a8/2e/1c1312c2b7d499/US5822773-drawings-page-2.png
WO-2005045656-A1,"Systems, methods, and computer program products for developing enterprise software applications ","Think2020, Inc.",Jeffrey Varasano,2003-11-04,2004-11-04,2005-05-19,,https://patents.google.com/patent/WO2005045656A1/en,
US-2016018649-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, John N. Border, Robert Michael Lohse, John D. Haddick, Nima L. Shams",2014-01-21,2015-06-17,2016-01-21,,https://patents.google.com/patent/US20160018649A1/en,https://patentimages.storage.googleapis.com/18/70/bf/93fbb64e561d71/US20160018649A1-20160121-D00000.png
US-4957859-A,Antibodies for transforming ras protein ,Hoffmann-La Roche Inc.,"Diane Bizub, Ellyn Fischberg-Bender, Anna M. Skalka",1988-02-16,1988-02-16,1990-09-18,1990-09-18,https://patents.google.com/patent/US4957859A/en,
US-6757771-B2,Stack switching mechanism in a computer system ,"Advanced Micro Devices, Inc.",David S. Christie,2000-08-09,2001-08-01,2004-06-29,2004-06-29,https://patents.google.com/patent/US6757771B2/en,https://patentimages.storage.googleapis.com/d6/19/c6/36214484cff350/US06757771-20040629-D00000.png
DE-69737188-T2,"Monoclonal antibody against cea, conjugates containing this antibody and their therapeutic use in an adept system ",Astrazeneca Ab,"Graham Clive Macclesfield COPLEY, Derek Michael Macclesfield EDGE, Charles Stephen Macclesfield EMERY",1996-05-04,1997-04-29,2007-10-11,2007-10-11,https://patents.google.com/patent/DE69737188T2/en,
US-7645767-B2,Pharmaceutical compositions for treating chronic pain and pain associated with neuropathy ,"Trinity Laboratories, Inc.","Chandra Ulagaraj Singh, David Lloyd Woody, Jagaveerabhadra Rao Nulu",2006-08-31,2007-08-22,2010-01-12,2010-01-12,https://patents.google.com/patent/US7645767B2/en,https://patentimages.storage.googleapis.com/US7645767B2/US07645767-20100112-D00001.png
US-5958671-A,Methods and compositions for regulating T cell subsets by modulating transcription factor activity ,Presidents And Fellows Of Harvard College,"Laurie H. Glimcher, I-Cheng Ho",1996-04-23,1996-04-23,1999-09-28,1999-09-28,https://patents.google.com/patent/US5958671A/en,https://patentimages.storage.googleapis.com/ba/04/7b/3efdc250fce643/US5958671-drawings-page-3.png
EP-1633889-B1,Gene expression profiles that identify genetically elite ungulate mammals ,The Board Of Trustees Of The University Of Illinois,"Harris A. Lewin, Zongling Lewis Liu, Sandra Rodriguez-Zas, Robin E. Everts",2003-05-30,2004-05-27,2010-09-01,2010-09-01,https://patents.google.com/patent/EP1633889B1/en,https://patentimages.storage.googleapis.com/aa/a3/af/baf6c6e76ad5c7/imgf0001.png
EP-0961833-A1,Human plasma hyaluronidase ,The Regents of the University of California,"Anthony Csoka, Gregory I. Frost, Robert Stern, Tim M. Wong",1996-10-17,1997-10-07,1999-12-08,,https://patents.google.com/patent/EP0961833A1/en,
US-2012277288-A1,Means and Methods for the Specific Modulation of Target Genes in the CNS and the Eye and Methods for Their Identification ,"Acuity Pharmaceuticals, Inc.","Karina Drumm, Stefan Hubert SCHLÕR, Frank GÕHRIN",2002-04-18,2012-06-11,2012-11-01,,https://patents.google.com/patent/US20120277288A1/en,https://patentimages.storage.googleapis.com/af/50/46/bac99c9921893c/US20120277288A1-20121101-D00000.png
US-2014119203-A1,Use of test packets by packet switches in computer networks ,Dell Products L.P.,"Shivakumar Sundaram, Krishnamurthy Subramanian, Pathangi Narasimhan Janardhanan, Balaji Venkat Venkataswami",2012-10-26,2012-10-26,2014-05-01,,https://patents.google.com/patent/US20140119203A1/en,https://patentimages.storage.googleapis.com/4c/c0/df/95909770bd95f7/US20140119203A1-20140501-D00000.png
US-2016147070-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, John N. Haddick",2014-11-26,2014-11-26,2016-05-26,,https://patents.google.com/patent/US20160147070A1/en,https://patentimages.storage.googleapis.com/dd/41/d7/74de366e90fd1e/US20160147070A1-20160526-D00000.png
US-8891303-B1,Method and system for dynamic word line based configuration of a three-dimensional memory device ,Sandisk Technologies Inc.,"James M. Higgins, Robert W. Ellis, Neil R. Darragh, Aaron K. Olbrich, Navneeth Kankani, Steven Sprouse",2014-05-30,2014-06-06,2014-11-18,2014-11-18,https://patents.google.com/patent/US8891303B1/en,https://patentimages.storage.googleapis.com/0a/7a/c7/562f5479cd1cab/US08891303-20141118-D00000.png
WO-0157188-A2,Novel nucleic acids and polypeptides ,"Hyseq, Inc.","Y. Tom Tang, Chenghua Liu, Radoje T. Drmanac",2000-02-03,2001-02-05,2001-08-09,,https://patents.google.com/patent/WO2001057188A2/en,
US-5750502-A,"Cloning, expression and uses of a secreted protein, F-spondin ",The Trustees Of Columbia University In City Of New York,"Thomas M. Jessell, Avihu Klar",1992-04-02,1993-04-02,1998-05-12,1998-05-12,https://patents.google.com/patent/US5750502A/en,https://patentimages.storage.googleapis.com/0d/f1/fb/5e0bf831415933/US5750502-drawings-page-2.png
US-2008241882-A1,Methods and materials relating to novel stem cell growth factor-like polypeptides and polynucleotides ,"Tang Y Tom, Ivan Labat, Drmanac Radoje T, Nancy Mize, Mitsuo Nishikawa, Cheng-Chi Chao","Y. Tom Tang, Ivan Labat, Radoje T. Drmanac, Nancy Mize, Mitsuo Nishikawa, Cheng-Chi Chao",2000-02-03,2007-11-16,2008-10-02,,https://patents.google.com/patent/US20080241882A1/en,https://patentimages.storage.googleapis.com/US20080241882A1/US20080241882A1-20081002-D00000.png
CA-2769262-C,Methods and compositions for treating trinucleotide repeat disorders ,"Sangamo Biosciences, Inc., Philip D. Gregory, Edward J. Rebar, H. Steve Zhang, Sangamo Therapeutics, Inc.","Philip D. Gregory, Edward J. Rebar, H. Steve Zhang",2009-07-28,2010-07-28,2019-04-30,2019-04-30,https://patents.google.com/patent/CA2769262C/en,
US-2017283878-A1,Modulation of globoseries glycosphingolipid synthesis and cancer biomarkers ,Academia Sinica,"Chi-Huey Wong, Chung-Yi Wu, Sarah K.C. Cheung, Po-Kai Chuang, Tsui-Ling Hsu",2015-12-11,2016-12-12,2017-10-05,,https://patents.google.com/patent/US20170283878A1/en,https://patentimages.storage.googleapis.com/17/21/32/aa899d92c8cf6e/US20170283878A1-20171005-D00001.png
CN-1309180-A,"Multi-mesoblast pedigree differential potency for stromal cell from fatty tissue, and its use ",泽恩比奥公司,"Y－D·C·霍尔沃森, W·O·威尔克森, J·M·金贝尔",1999-08-19,2000-08-18,2001-08-22,,https://patents.google.com/patent/CN1309180A/en,
WO-0138503-A2,Novel human protein kinases and protein kinase-like enzymes ,"Sugen, Inc.","Gregory D. Plowman, David Whyte, Gerard Manning, Sucha Sudarsanam, Ricardo Martinez, Peter Flanagan, Douglas Clary",1999-11-24,2000-11-22,2001-05-31,,https://patents.google.com/patent/WO2001038503A2/en,
JP-3195378-B2,Branch prediction for high-performance processor ,コンパック・コンピュータ・コーポレイション,"メイアー ジーン, パーセルス ショーン, エフ  ブラウン  ザ  サード ジョン",1990-06-29,1991-06-28,2001-08-06,2001-08-06,https://patents.google.com/patent/JP3195378B2/en,
KR-20080110912-A,Indazole compounds and methods for inhibition of cdc7 ,노파르티스 아게,"로라 도일, 미카 케이. 린드발, 안네테 발터, 신시아 섀퍼, 토마스 제스너",2006-04-19,2007-04-13,2008-12-19,,https://patents.google.com/patent/KR20080110912A/en,
US-2002173634-A1,Methods and compositions for transposition using minimal segments of the eukaryotic transformation vector piggybac ,"Fraser Malcolm J., Xu Li, Teresa Beam, Aurelie Hua-Van","Malcolm Fraser, Xu Li, Teresa Beam, Aurelie Hua-Van",2000-10-31,2001-10-30,2002-11-21,,https://patents.google.com/patent/US20020173634A1/en,https://patentimages.storage.googleapis.com/9e/7b/0e/451302a6296c65/US20020173634A1-20021121-D00001.png
WO-03023013-A2,Novel nucleic acids and polypeptides ,"Nuvelo, Inc.","Y. Tom Tang, Yonghong Yang, Zhi Wei Wang, Gezhi Weng, Yunqing Ma",2001-09-13,2002-09-13,2003-03-20,,https://patents.google.com/patent/WO2003023013A2/en,
WO-0164835-A2,Novel nucleic acids and polypeptides ,"Hyseq, Inc.","Y. Tom Tang, Chenghua Liu, Radoje T. Drmanac",2000-02-28,2001-02-26,2001-09-07,,https://patents.google.com/patent/WO2001064835A2/en,
US-9529195-B2,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, John N. Border, Robert Michael Lohse, John D. Haddick, Nima L. Shams",2014-01-21,2015-01-05,2016-12-27,2016-12-27,https://patents.google.com/patent/US9529195B2/en,https://patentimages.storage.googleapis.com/d8/6b/e4/608434e60535da/US09529195-20161227-D00000.png
WO-2009004621-A1,"Compositions, articles and methods comprising tspo ligands for preventing or reducing tobacco-associated damage ",Technion Research & Development Foundation Ltd.,"Moshe Gavish, Rafael M. Nagler",2007-07-02,2008-07-02,2009-01-08,,https://patents.google.com/patent/WO2009004621A1/en,
DE-69535360-T2,Synthetic peptides and vaccines that contain them ,"Commonwealth Scientific And Industrial Research Organisation, Parkville, Csl Ltd., Parkville, The Council Of The Queensland Institute Of Medical Research, The University Of Melbourne, Parkville, The Walter And Eliza Hall Institute Of Medical Research, Parkville","Juan Anton Alderley COOPER, Michael Frances The Gap GOOD, Wendy Anne Glebe RELF, Allan James The Gap SAUL",1994-10-14,1995-10-16,2008-02-14,2008-02-14,https://patents.google.com/patent/DE69535360T2/en,
JP-6240063-B2,Histone deacetylase inhibitor ,"ザ ブロード インスティテュート， インコーポレイテッド, ザ  ブロード  インスティテュート，  インコーポレイテッド, ザ ジェネラル ホスピタル コーポレーション ドゥーイング ビジネス アズ マサチューセッツ ジェネラル ホスピタル, ザ  ジェネラル  ホスピタル  コーポレーション  ドゥーイング  ビジネス  アズ  マサチューセッツ  ジェネラル  ホスピタル, マサチューセッツ インスティテュート オブ テクノロジー, マサチューセッツ  インスティテュート  オブ  テクノロジー","エドワード ホルソン, エドワード ホルソン, フローレンス フェブリエ ワグナー, フローレンス  フェブリエ ワグナー, ミシェル ワイウェル, ミシェル ワイウェル, リー‐フェイ ツァイ, リー‐フェイ ツァイ, ステファン ハガーティ, ステファン ハガーティ, ヤン‐リン チャン, ヤン‐リン チャン",2011-04-28,2012-04-30,2017-11-29,2017-11-29,https://patents.google.com/patent/JP6240063B2/en,https://patentimages.storage.googleapis.com/95/82/bd/956a6accb70907/0006240063-740.png
JP-2002502380-A,Pyrazole derivatives as p38 kinase inhibitors ,ジー．ディー．サール  アンド  カンパニー,"ハンソン、グンナー、ジェイ, リアオ、シュイユアン",1997-05-22,1998-05-22,2002-01-22,,https://patents.google.com/patent/JP2002502380A/en,
WO-2011060242-A2,"Von willebrand factor (vwf)-containing preparations, and methods, kits, and uses related thereto ","Talecris Biotherapeutics, Inc.",Thomas Barnett,2009-11-13,2010-11-12,2011-05-19,,https://patents.google.com/patent/WO2011060242A2/en,
EP-3059245-A1,"Actrii receptor polypeptides, methods and compositions ",Acceleron Pharma Inc.,"John Knopf, Jasbir Seehra",2004-07-23,2005-07-25,2016-08-24,,https://patents.google.com/patent/EP3059245A1/en,https://patentimages.storage.googleapis.com/bc/40/76/b1c2b89206dba8/imgf0001.png
CA-2971929-C,Methods for reducing oxidative damage ,"Cornell Research Foundation, Inc., Hazel H. Szeto",Hazel H. Szeto,2004-01-23,2005-01-21,2019-01-08,2019-01-08,https://patents.google.com/patent/CA2971929C/en,
CN-105939998-B,Heteroaryl compound and application thereof as BTK inhibitor ,默克专利有限公司,"H·裘, R·D·卡尔德维尔, C·尼古, I·莫恰金, L·刘-布加尔斯基, R·琼斯, D·泰特, T·L·约翰逊, A·戈德贝格",2013-10-21,2014-10-21,2019-04-16,2019-04-16,https://patents.google.com/patent/CN105939998B/en,
JP-4481493-B2,Cross-linked indenopyrrolocarbazole ,セフアロン・インコーポレーテツド,"アンデリナー，セオドア・エル, シング，ジヤスバー, トリパシー，ラビンドラナス, ハドキンス，ロバート・エル, マラモ，ジヨン・ピー",1998-06-05,1999-06-04,2010-06-16,2010-06-16,https://patents.google.com/patent/JP4481493B2/en,https://patentimages.storage.googleapis.com/71/a5/52/36cc1d2aed0ed6/0004481493-27.png
CN-1171114-A,Androstane and preg nane series for allosteric modulation of gamma-amino-butyric acid receptor ,科斯赛斯公司,"N·C·兰, K·W·吉易, M·B·伯吉尔, H·塔海尔, R·珀迪, R·B·厄普萨尼",1994-11-23,1995-11-22,1998-01-21,,https://patents.google.com/patent/CN1171114A/en,
US-5388199-A,Interactive graphic input system ,Toshiba Kikai Kabushiki Kaisha,"Yukinori Kakazu, Noburo Minami, Yasuhiko Tamada, Hiroaki Uno",1986-04-25,1993-02-24,1995-02-07,1995-02-07,https://patents.google.com/patent/US5388199A/en,https://patentimages.storage.googleapis.com/aa/6a/07/f9688179623d69/US5388199-drawings-page-2.png
US-5707821-A,Identification of phospholipase A2 inhibitors in Aβ peptide-mediated neurodegenerative disease ,"Athena Neurosciences, Inc.","Russell E. Rydel, Michael S. Dappen",1995-06-07,1995-06-07,1998-01-13,1998-01-13,https://patents.google.com/patent/US5707821A/en,https://patentimages.storage.googleapis.com/1d/be/63/2c03d7c14329bb/US5707821-drawings-page-2.png
US-2003165964-A1,Electron induced fluorescent method for nucleic acid sequencing ,Hannah Eric C.,Eric Hannah,2001-08-27,2003-02-25,2003-09-04,,https://patents.google.com/patent/US20030165964A1/en,https://patentimages.storage.googleapis.com/cb/e6/2e/92862a44f08eac/US20030165964A1-20030904-D00001.png
CN-105837680-A,Methods of treating FGF21-associated disorders ,诺华股份有限公司,"B·R·贝彻, S·L·卡普兰, D·S·丹尼尔斯, B·H·盖尔斯坦格尔, 滨松纪夫, S·利基, A·洛, S·C·韦尔登",2010-11-19,2011-11-17,2016-08-10,,https://patents.google.com/patent/CN105837680A/en,
CN-105431749-B,"One chip supersonic imaging device, system and method ",蝴蝶网络有限公司,"乔纳森·M·罗思伯格, 基思·G·菲费, 泰勒·S·拉尔斯顿, 格雷戈里·L·哈尔瓦特, 内瓦达·J·桑切斯",2013-03-15,2014-03-13,2019-03-19,2019-03-19,https://patents.google.com/patent/CN105431749B/en,
CZ-294475-B6,Conjugate between a wild-type superantigen and target-seeking moiety ,Pharmacia & Upjohn Ab,"Per Antonsson, Johan Hansson, Per Björk, Mikael Dohlsten, Terje Kalland, Lars Abrahmsén, Göran Forsberg",1996-03-29,1997-03-26,2005-01-12,,https://patents.google.com/patent/CZ294475B6/en,
WO-0175067-A2,Novel nucleic acids and polypeptides ,"Hyseq, Inc.","Rodoje T. Drmanac, Chenghua Liu, Y. Tom Tang",2000-03-31,2001-03-30,2001-10-11,,https://patents.google.com/patent/WO2001075067A2/en,
US-2003059910-A1,Oil bodies and associated proteins as affinity matrices ,Sembiosys Genetics Inc.,"Maurice Moloney, Joseph Boothe, Gijs van Rooijen",1996-12-16,2002-10-01,2003-03-27,,https://patents.google.com/patent/US20030059910A1/en,https://patentimages.storage.googleapis.com/ee/aa/81/802c1ee8cb02f0/US20030059910A1-20030327-D00001.png
US-9213859-B2,Securing user data in cloud computing environments ,"Vmware, Inc.","Steven Henry STRASSMANN, Zachary James SHEPHERD",2012-01-05,2014-11-20,2015-12-15,2015-12-15,https://patents.google.com/patent/US9213859B2/en,https://patentimages.storage.googleapis.com/1d/bc/aa/6afef5af354e89/US09213859-20151215-D00000.png
US-6511830-B1,Killer T cell receptor recognizing human immunodeficiency virus ,"Kyowa, Hakko Kogyo Co., Ltd., Hidemi Takahashi, Takashi Saito","Hidemi Takahashi, Takashi Saito",1997-09-26,1998-09-28,2003-01-28,2003-01-28,https://patents.google.com/patent/US6511830B1/en,https://patentimages.storage.googleapis.com/75/d0/c2/e62526680b59c7/US6511830-drawings-page-2.png
CN-1922197-A,Targeted delivery of rna interference molecules ,吉尼西斯研究及发展有限公司,"J·D·沃特森, G·J·穆里森, M·R·格里戈尔, I·J·哈武卡拉, G·蒙罗, N·阿伯内蒂, G·韦布斯特",2004-02-20,2005-02-21,2007-02-28,,https://patents.google.com/patent/CN1922197A/en,
US-2016161743-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse, Nima L. Shams, John D. Haddick, John N. Border",2014-12-03,2014-12-03,2016-06-09,,https://patents.google.com/patent/US20160161743A1/en,https://patentimages.storage.googleapis.com/ca/aa/46/a70665988757e2/US20160161743A1-20160609-D00000.png
JP-H06103167-A,Combination queue for invalidate and return data in multiprocessor system ,"Digital Equip Corp <Dec>, ディジタル  イクイプメント  コーポレイション","Gregg Bouchard, Lawrence Chisvin, ブーチャード グレッグ, チズヴィン ローレンス",1990-06-29,1991-06-29,1994-04-15,,https://patents.google.com/patent/JPH06103167A/en,
JP-2017520243-A,Methods and compositions for modifying target loci ,"リジェネロン・ファーマシューティカルズ・インコーポレイテッドＲｅｇｅｎｅｒｏｎ Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ， Ｉｎｃ．, リジェネロン・ファーマシューティカルズ・インコーポレイテッドＲｅｇｅｎｅｒｏｎ  Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ，  Ｉｎｃ．","ボイテック オーバッハ，, ボイテック オーバッハ，, デイビッド フレンドウェイ，, デイビッド フレンドウェイ，, グスターボ ドロゲット，, グスターボ ドロゲット，, アントニー ガリアルディ，, アントニー ガリアルディ，, 淳子 久野, 淳子 久野, デイビッド エム． バレンズエラ，, デイビッド  エム． バレンズエラ，",2014-06-06,2015-06-05,2017-07-27,,https://patents.google.com/patent/JP2017520243A/en,
HU-T73100-A,Regulated apoptosis ,"Harvard College, Univ Leland Stanford Junior","Peter Belshaw, Gerald R Crabtree, Stuart L Schreiber, David M Spencer, Thomas J Wandless",1993-07-16,1994-07-18,1996-06-28,,https://patents.google.com/patent/HUT73100A/en,
US-10036889-B2,Head worn computer display systems ,"Osterhout Group, Inc.","John N. Border, Kei Edgardo Yamamoto Kohatsu, Karim Elkatcha, John D. Haddick, Ralph F. Osterhout",2014-12-03,2017-05-03,2018-07-31,2018-07-31,https://patents.google.com/patent/US10036889B2/en,https://patentimages.storage.googleapis.com/a3/4f/5f/d519c38b0c0ae3/US10036889-20180731-D00000.png
EP-3040340-A1,Chemical compounds ,NuCana BioMed Limited,Christopher Mcguigan,2003-07-21,2004-07-20,2016-07-06,,https://patents.google.com/patent/EP3040340A1/en,https://patentimages.storage.googleapis.com/ce/43/11/28463ee032f709/imgf0001.png
WO-2004004251-A1,"Semiconductor circuit device, packet processing method, management system, management method, and packet processing method ",Ipsquare Inc.,Tetsuo Ogawa,2002-07-01,2002-09-03,2004-01-08,,https://patents.google.com/patent/WO2004004251A1/en,
JP-5116666-B2,Cytoplasmic phospholipase A2 inhibitor ,ワイス・エルエルシー,"ジョン・シー・マッキュー, キャサリン・エル・リー, チェン・リーレン, リチャード・バーガス, ジェイムズ・ディ・クラーク, カーラ・ウィリアムズ, バレリー・クレリン, スザーナ・マルシク, ケビン・ポン",2005-05-27,2006-05-26,2013-01-09,2013-01-09,https://patents.google.com/patent/JP5116666B2/en,https://patentimages.storage.googleapis.com/71/42/31/5f61c79f57fc05/0005116666-23.png
US-9927612-B2,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, John D. Haddick",2014-01-21,2015-03-25,2018-03-27,2018-03-27,https://patents.google.com/patent/US9927612B2/en,https://patentimages.storage.googleapis.com/34/3d/c6/86155b8b3c5fe2/US09927612-20180327-D00000.png
JP-2009506762-A,Tumor associated peptides that bind to human leukocyte antigen (HLA) class I or II molecules and related anti-cancer vaccines ,イマティクス  バイオテクノロジーズ  ゲーエムベーハー,"ヴァインシェンク，トーニ, ウォルター，シュテッフェン, エメリヒ，ニールス, シン，ハープリート",2005-09-05,2006-09-05,2009-02-19,,https://patents.google.com/patent/JP2009506762A/en,
US-10370680-B2,Method of treating factor IX deficiency using nuclease-mediated targeted integration ,"Sangamo Therapeutics, Inc.","Michael C. Holmes, Thomas Wechsler",2014-02-24,2015-02-24,2019-08-06,2019-08-06,https://patents.google.com/patent/US10370680B2/en,https://patentimages.storage.googleapis.com/5a/06/fd/e77f0b06529670/US10370680-20190806-D00001.png
AU-2007336242-B2,Amino acid sequences directed against GPCRs and polypeptides comprising the same for the treatment of GPCR-related diseases and disorders ,Ablynx N.V.,"Hendrik Adams, Johannes Joseph Wilhelmus De Haard, Michael John Scott Saunders",2006-12-19,2007-12-19,2012-08-30,2012-08-30,https://patents.google.com/patent/AU2007336242B2/en,
US-2011294189-A1,Biomolecule polymer conjugates and methods for making the same ,Duke University,"Ashutosh Chilkoti, Weiping Gao",2009-02-17,2010-02-17,2011-12-01,,https://patents.google.com/patent/US20110294189A1/en,https://patentimages.storage.googleapis.com/a6/48/6f/d0853761f04fe5/US20110294189A1-20111201-D00001.png
EP-1556490-A4,Novel nucleic acids and polypeptides ,Nuvelo Inc,"Y Tom Tang, Vinod Asundi, Feiyan Ren, Jie Zhang, Tom Wehrman, Zhiwei Wang, Yunqing Ma, Dunrui Wang, Rui-Hong Chen, Qing A Zhao, Jian-Rui Wang, Malabika Ghosh, Aidong J Xue, Gezhi Weng, Ping Zhou",2002-10-22,2003-09-30,2006-04-05,,https://patents.google.com/patent/EP1556490A4/en,
US-2016147064-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, John N. Haddick",2014-11-26,2015-02-10,2016-05-26,,https://patents.google.com/patent/US20160147064A1/en,https://patentimages.storage.googleapis.com/bb/22/c8/50dbfa15f6a63f/US20160147064A1-20160526-D00000.png
